"q00_id","q01_num_hijos","q02a_birth_child","q02b_birth_child","q02c_birth_child","q02d_birth_child","q03_help","q04_excedencia_all","q05_duration_child","q06_duration_child","q07_duration_child","q08_main_reason","q09a_secondary_reason","q09b_secondary_reason","q09c_secondary_reason","q09d_secondary_reason","q10_diff_reasons","q11_other_ask","q12_other_not_reason","q13a_conciliation_opts","q13b_conciliation_opts","q13c_conciliation_opts","q14_company_reaction","q15_mates_reaction","q16_formation_time","q17_work_during","q18_back_work","q19_tasks_after","q20_current_tasks","q21_excedencia_general_evaluation","q22_excedencia_needs_improvements","q23_excedencia_specify_improvements","q24_conciliation_general_evaluation","q25_conciliation_needs_improvements","q26_conciliation_specify_improvements","q27_experience_description","q28_comments","q29_age","q29_genre","q31_civil_status","q32_education","q33_job","q34_contract","q35_salary","origen"
127,"2",2014,2016,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","7","8","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","No tenía una opción real de adaptar la jornada a mis necesidades familiares ",NA,NA,"","no","otros: Solicitó una reducción de jornada ","No facilita ninguna de estas opciones",NA,NA,"Indiferencia","Hostilidad","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","otros: En la primera excedencia volví a otro puesto de trabajo. Durante la segunda me despidieron ","Asumí tareas de mayor responsabilidad ","",7,"otros: Consideró que está poco valorado por la sociedad y habría que ensalzar los valores que representa  ","Ponerlo en valor ",5,"Sí, creo que necesita alguna mejora.","Conciliación real sobre el terreno, no sólo en el papel. Las empresas suelen aprovecharlo para valorar la fidelidad a la empresa y suelen ser las primeras personas que salen en los despidos ","Creo que es necesario para crear vínculos estables con nuestrxs hijxs y criarlos durante su primera etapa. Pero nos queda un largo camino por demostrar a la sociedad que es necesario y que la incorporación a un puesto de trabajo es real y con ls mismas capacidades ","Creo que os habéis olvidado de preguntar sobre despidos o cambios de funciones tras la excedencias y es una situación real a la que nos enfrentamos muchas personas que la hemos solicitado ",1983,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","otros: Trabajaba en el sector privado. Actualmente estoy desempleada ","otros: Desempleada ","Más de 50.001 euros ","new"
128,"1",2016,NA,NA,NA,"No, no cuento con nadie más","si","3","","","otros: Lactancia",NA,NA,NA,NA,"","no","No aplica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","",6,"Sí, creo que necesita alguna mejora.","No tener que recurrir a la excedencia porque la baja fuese de mayor duración",2,"Sí, creo que necesita alguna mejora.","Flexibilidad de horario","OBLIGADA, CORTA, SOCIEDAD","",1983,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
129,"2",2007,2016,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","8","","","Quería dedicarme por completo a mi/s hijo/s","Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”)","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"","no","No nos planteamos esa opción","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé trabajos de menor responsabilidad ","",6,"Sí, creo que necesita alguna mejora.","Poder realizar alguna tarea remunerada desde casa",6,"No, considero que funciona bien.","","Merece mucho la pena","Creo que las madres y las crías necesitamos al menos 1 año para estar juntos y no hacer nada mas",1978,"Mujer","Casado/a","Estudios secundarios ","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
130,"2",2014,2016,NA,NA,"No, no cuento con nadie más","si","2 meses (primer hijo)","6 meses (segunda hija)","","Sentía que mi puesto de trabajo estaba asegurado","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","No contaba con ayuda externa de familiares","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Sentía que mi puesto de trabajo estaba asegurado","","no","No nos planteamos esa opción","Flexibilidad de horario","Reducción de jornada","Trabajo por objetivos","Comprensión","Indiferencia","No, recurrí a una escuela infantil/cuidador/similar para tener tiempo","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","No estoy trabajando actualmente",6,"Sí, creo que necesita alguna mejora.","Mismas oportunidades para todos los puestos laborales y para ambos progenitores. Aumento del tiempo de permiso en ambos casos",6,"Sí, creo que necesita alguna mejora.","flexibilidad horaria","Desasosiego (no cumplir con los roles esperados de madre y trabajadora porque son incompatibles). Desconexión (al margen de la vida anterior cuando te dedicas a los cuidados). ","",1979,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 25.001 y 30.000 euros ","new"
131,"2",2012,2014,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","7 ","4","","Sentía que mi puesto de trabajo estaba asegurado","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"otros: resignación","Comprensión","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",6,"No, considero que funciona bien.","",2,"Sí, creo que necesita alguna mejora.","Mayor duración de baja maternidad/paternidad
Flexibilidad horaria
Prioridad en cambio de turnos
","Es una solución que el estado pone a nuestra disposición ante la carencia de otros medios que serían más justos y consecuentes con las promesas de conciliación","",1977,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 30.001 y 50.000 euros ","new"
132,"1",2016,NA,NA,NA,"No, no cuento con nadie más","si","1er y único hijo, excedencia de 6 meses","","","Quería dedicarme por completo a mi/s hijo/s","Mi hijo tenía derecho de estar acompañado de su madre durante más tiempo",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","La reducción de jornada la facilita el Estatuto de los Trabajadores y la institución donde trabajo ha de otorgarla si el/la empleador/a lo solicita","Reducción de jornada",NA,"otros: Lo planteé como un derecho que tienen los hijos de estar acompañados de sus padres. A mi jefe no le pareció bien en un primer momento, pero cuando la persona de RRHH le leyó el art. 46.3 de ET y escuchó ""tiene derecho hasta 3 años"", 6 meses le parecieron estupendo. ,_)","otros: Nadie opinó. Una madre me dijo que ella se arrepentía mucho de no haberlo solicitado. Yo lo comuniqué con mucha antelación (semana 20 de embarazo aprox) para que contratasen a alguien que me cubriera ya que ese dinero se quedaba disponible, pero mi jefe no quiso. Creo que el hecho de sobrecargar a los compañeros con el trabajo de alguien que ha decidido cogerse una excedencia, puede generar cierta hostilidad en el grupo de trabajo.","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","otros: Coordiné una reforma de una vivienda. Esta actividad me permitía llevarme al bebé conmigo mientras hablaba con los equipos de trabajo o iba a obra, cosa que no se me permite ahora en mi puesto de trabajo.","otros: Volví al mismo puesto, con el mismo número de horas semanales pero repartidas de otra manera.","Realicé la misma actividad que antes de la excedencia ","",5,"otros: Creo que hay que luchar por bajas maternales más duraderas  ya que la excedencia funciona relativamente bien (al menos, en mi experiencia)","Más concienciación en los equipos de trabajo, no sólo en recursos humanos. Que haya una obligación legal de cubrir las tareas de la persona en excedencia con una persona que se incorporase expresamente para ello. Así no se sobrecargaría al equipo de trabajo evitando generar hostilidad.",2,"Sí, creo que necesita alguna mejora.","Flexibilidad en la jornada laboral, trabajo por objetivos,  teletrabajo, presencia del bebé en el entorno laboral. Escuelas infantiles con mayor amplitud de horarios.","Es el mejor dinero invertido en toda mi vida. Me alegro muchísimo de haberme ""atrevido"" a tomar esta decisión.","",1983,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Temporal","Entre 25.001 y 30.000 euros ","new"
133,"1",2014,NA,NA,NA,"Sí, una persona contratada nos ayuda a cuidar del hijo/s","si","4 meses","","","Quería dedicarme por completo a mi/s hijo/s","No contaba con ayuda externa de familiares","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"la baja por maternidad es corta y el bebé era demasiado pequeño para que otra persona lo cuidara o escolarizarlo en una guardería, quería dedicarme yo personalmente de él algunos meses más.","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",7,"Sí, creo que necesita alguna mejora.","Creo que deberia ser remunerada de alguna manera, ya que es por cuidado de hijos. Yo pediría sobre todo la ampliación de la baja por maternidad, la ampliaría más meses asi no tendría que haber pedido excedencia por cuidado de hijos y no ser remunerada por ello.",6,"Sí, creo que necesita alguna mejora.","horario flexible, más teletrabajo desde casa para una mejor conciliación","fue una buena decisión, un sacrificio económico pero mereció la pena.","no",1974,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 30.001 y 50.000 euros ","new"
134,"1",2016,NA,NA,NA,"No, no cuento con nadie más","si","2,5","","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","No aplica","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","",3,"Sí, creo que necesita alguna mejora.","Que fuera remunerada al menos en un tanto por ciento, para poder cogerla más amplia",3,"Sí, creo que necesita alguna mejora.","","La disfrutamos enormemente, y me encantaría seguir en casa con él hasta al menos los 3 años!!!","",1973,"Mujer","Soltero/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 30.001 y 50.000 euros ","new"
135,"1",2015,NA,NA,NA,"No, no cuento con nadie más","si","2 ","","","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,"","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Comprensión","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé trabajos de menor responsabilidad ","",4,"Sí, creo que necesita alguna mejora.","realmente, más que el sistema de excedencias, mejoraría el de baja maternal, que es muy corto y por ello yo  me vi obligada a cogerme una excedencia, para poder estar más tiempo con mi hijo",3,"Sí, creo que necesita alguna mejora.","flexibilidad horaria, teletrabajo, reducción de jornada pero sin reducción de salario, etc.","la verdad es que no tuve mucho problema durante mi excedencia, pero sí sentía cierta presión porque al estar sin cobrar sabía que no la podía alargar mucho tiempo. 
 Tras la excedencia, la reincoporación al trabajo sí fue dura por tener que dejar a mi bebé y porque en el trabajo tardé unos días hasta que pude estar operativa, dado que me habían dado de baja en un montón de cosas....","Aunque mi jefe no me puso ningún reparo cuando le dije que iba a cogerme una excedencia de 2 meses, yo sentía que igual le iba a sentar mal y que era mejor que no la alargara más de ese tiempo.  Repito, que él no me dijo nada, pero yo así lo sentía.  Y luego económicamente hablando, no la podía alargar, porque no nos lo podíamos permitir, con lo cual es bastante triste y frustrante.",1975,"Mujer","Vivo en pareja","Formación profesional ","Trabajo en el sector privado","Indefinido","Entre 30.001 y 50.000 euros ","new"
136,"1",2015,NA,NA,NA,"No, no cuento con nadie más","si","2","","","No contaba con ayuda externa de familiares","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","","No facilita ninguna de estas opciones",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Asumí tareas de mayor responsabilidad ","",4,"Sí, creo que necesita alguna mejora.","La baja por maternidad y paternidad  deberían ser mucho más largas. Para así no tener que recurrir a la excedencia",1,"Sí, creo que necesita alguna mejora.","Alargar e igualar bajas de maternidad y paternidad.
Facilitar reducción de jornada.
Facilitar teletrabajo.
Días para cuidado de hijos enfermo.","Me perjudicó mucho económicamente.
Lo volvería a hacer para estar con mi bebé el tiempo suficiente ","",1980,"Mujer","Pareja de hecho","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
137,"1",2011,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","18","","","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","No tenía una opción real de adaptar la jornada a mis necesidades familiares ",NA,NA,NA,"","no","otros: Económico","Reducción de jornada",NA,NA,"Indiferencia","Comprensión","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","Realicé algún trabajo sin contrato","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",3,"Sí, creo que necesita alguna mejora.","Que se remunere de manera parcial",3,"Sí, creo que necesita alguna mejora.","Apoyo e implicación por parte de las empresas a la hora de satisfacer las necesidades de sus trabajadores","","",1972,"Mujer","Pareja de hecho","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo por cuenta propia","Indefinido","Entre 25.001 y 30.000 euros ","new"
138,"3",2009,2012,2015,NA,"Sí, una persona contratada nos ayuda a cuidar del hijo/s","si","17 ","4","5","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"La excedencia de mi primer hijo fue especialmente larga porque no solo la utilicé para cuidar, también para desarrollar un proyecto (escribir un libro)","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Indiferencia","No, recurrí a una escuela infantil/cuidador/similar para tener tiempo","Sí, por cuenta propia","Cambió el tipo de jornada ","Asumí tareas de mayor responsabilidad ","",5,"Sí, creo que necesita alguna mejora.","incluir algún tipo de remuneración, como mínimo  el equivalente al coste de una plaza en una escuela infantil pública.",3,"Sí, creo que necesita alguna mejora.","Creo que hace falta trabajar menos en general. Creo que para una conciliación verdaderamente posible, que no dependa de la buena voluntad del patrón,hace falta una reducción general de la jornada de trabajo. Y también mucha inspección laboral: todos sabemos de empresas en las que se castiga de mil y una maneras a quien piden excedencias, reducen jornada... ","Satisfacción (pero) aislamiento","",1974,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 30.001 y 50.000 euros ","new"
139,"1",2015,NA,NA,NA,"No, no cuento con nadie más","si","11","","","Quería dedicarme por completo a mi/s hijo/s","No contaba con ayuda externa de familiares",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","",6,"Sí, creo que necesita alguna mejora.","Que en lugar de tener que pedir excelencia por cuidado de hijos menores de un año, este tiempo estuviera cubierto por baja remunerada por cuidado de hijos.",3,"Sí, creo que necesita alguna mejora.","Días libres para poder cuidar a los hijos cuando están enfermos.","Afortunada, enriquecedora, necesaria","Mi decisión de que mi hija dispusiera de lactancia materna a demanda hubiera sido muy difícil o casi imposible. En mi caso somos afortunados ya que nos podemos permitir esta opción. Pero lo adecuado sería que los bebés menores de un año tuvieran el cuidado de sus progenitores, la posibilidad de alimentarse con lactancia a demanda, y poder ser atendidos por sus padres cuando están enfermos.",1978,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 25.001 y 30.000 euros ","new"
140,"2",2009,2015,NA,NA,"Sí, una persona contratada nos ayuda a cuidar del hijo/s","si","1 mes en ambos casos","Un mes","","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","No contaba con ayuda externa de familiares","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé trabajos de menor responsabilidad ","",7,"No, considero que funciona bien.","",2,"Sí, creo que necesita alguna mejora.","","","",1972,"Mujer","Pareja de hecho","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 30.001 y 50.000 euros ","new"
141,"2",2005,2010,NA,NA,"Sí, una persona contratada nos ayuda a cuidar del hijo/s","no","Seis meses para la mayor","","","No tenía una opción real de adaptar la jornada a mis necesidades familiares ","No tenía una opción real de adaptar la jornada a mis necesidades familiares ",NA,NA,NA,"","no","No aplica","No facilita ninguna de estas opciones",NA,NA,"Indiferencia","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambié de puesto","Asumí tareas de mayor responsabilidad ","Es de mayor rango ",4,"Sí, creo que necesita alguna mejora.","Según cada caso",2,"Sí, creo que necesita alguna mejora.","Muuuuchas","No información ","No",1975,"Mujer","Casado/a","Estudios secundarios ","Trabajo en el sector privado","Temporal","Menos de 15.000 euros ","new"
142,"2",2005,2011,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","4meses","4 años","","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"Pornerme en la piel de mis hijas, mi presencia, amor y contacto, les aportaría la mejor herencia, autoestima, seguridad en ella y el la  vida ","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","No facilita ninguna de estas opciones",NA,NA,"Hostilidad","Hostilidad","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","Sí, por cuenta propia","Emprendí mi propia actividad","Realicé trabajos de menor responsabilidad ","",1,"Sí, creo que necesita alguna mejora.","La excedencia, acompañada de una subvención o (dinero del paro) con la seguridad de volver a trabajar y tener prioridad en la media jornada ",2,"Sí, creo que necesita alguna mejora.","Que estén unidas a una subvención económica ","Mi vida cambió y tuve que rehacer mi planteamiento de trabajo","",1974,"Mujer","Casado/a","Estudios secundarios ","Trabajo por cuenta propia","otros: Autónomo ","Entre 15.001 y 25.000 euros","new"
143,"1",2016,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","5 meses","","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","No tenía una opción real de adaptar la jornada a mis necesidades familiares ",NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","No facilita ninguna de estas opciones",NA,NA,"Indiferencia","Comprensión","Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","",4,"Sí, creo que necesita alguna mejora.","Facilitar la solicitud",1,"Sí, creo que necesita alguna mejora.","Aumentar la baja maternal","España necesita mejorarla","",1982,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Temporal","Entre 15.001 y 25.000 euros","new"
144,"2",2012,2016,NA,NA,"No, no cuento con nadie más","si","1mes","2meses","","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","No nos planteamos esa opción","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Cambió el tipo de jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",4,"Sí, creo que necesita alguna mejora.","Q fuera retribuida hasta que el menor tuviera edad escolar",3,"Sí, creo que necesita alguna mejora.","Conciliar horarios de trabajo cob horarios escolares","Gratificante, dulce y corto","",1979,"Mujer","Separado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Menos de 15.000 euros ","new"
145,"3",2006,2009,2012,NA,"Sí, los abuelos u otros familiares viven en el hogar ","si","Años mi primer hijo","No","No","Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”)","No contaba con ayuda externa de familiares",NA,NA,NA,"Hijo con problemas ","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","No facilita ninguna de estas opciones",NA,NA,"Hostilidad","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","Realicé algún trabajo sin contrato","Salí del mercado laboral","Realicé trabajos de menor responsabilidad ","Los puestos no son comparables",3,"Sí, creo que necesita alguna mejora.","Mayor baja de  maternidad ",1,"Sí, creo que necesita alguna mejora.","Flexibilidad  horaria","Fue un error ","No",1983,"Mujer","Divorciado/a","Formación profesional ","otros: Trabajo sin contrato","otros: No tengo","Menos de 15.000 euros ","new"
146,"1",2017,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","","","","Mi puesto de trabajo no permitía la conciliación con la vida familiar ","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","no","No aplica","Reducción de jornada",NA,NA,"Indiferencia","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","La excedencia no ha acabado aún","Realicé la misma actividad que antes de la excedencia ","No estoy trabajando actualmente",7,"Sí, creo que necesita alguna mejora.","Sueldo",7,"Sí, creo que necesita alguna mejora.","Sueldo","Necesaria
Disfrute 
Satisfactoria
","Debería ser remunerada con mismo sueldo",1982,"Mujer","Casado/a","Formación profesional ","Trabajo en el sector público","Indefinido","Entre 15.001 y 25.000 euros","new"
147,"2",2010,2013,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","no","11","","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","otros: Tenía un horario muy bueno y trabajaba desde casa, no le hacía falta","Jornada intensiva sin reducción de sueldo (7 horas seguidas en vez de 8 con 1h de pausa). Actualmente no lo hace.",NA,NA,"otros: Bien. Aunque.al volver me ""ofrecieron"" irme","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Salí del mercado laboral","otros: Estuve mucho tiempo parada, tuve otro hijo y actualmente he cambiado de profesión","otros: Trabajo diferente y sueldo un poco menor ",5,"Sí, creo que necesita alguna mejora.","Vigilar más cómo trata la.empresa al trabajador al volver. ",1,"Sí, creo que necesita alguna mejora.","Muchas. En este país no se puede conciliar. Más permiso maternal, mucho más, al menos 1 año. Horarios compatibles con la.vida en general, con hijos y si hijos. No bordadas partidas eternas.","Maravillosa, algo que jamás olvidaré, un lujo. ","Me despidieron al volver, me.ofrecieron el paro claro, y una pequeña.indemnzacion. Me castigaron por.no priorizar el trabajo.  ",1978,"Mujer","Vivo en pareja","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
148,"2",2012,2014,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","4 meses","","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","No nos planteamos esa opción","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Indiferencia","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","",3,"Sí, creo que necesita alguna mejora.","Un porcentaje de paga aportado por el gobierno. Que además de perder el salario, no sé pierdan los 100 euros mensuales de ayuda por madre trabajadora",3,"Sí, creo que necesita alguna mejora.","Trabajo desde casa. Mayor reparto de tareas entre generos","","",1980,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector público","Indefinido","Entre 30.001 y 50.000 euros ","new"
149,"1",2017,NA,NA,NA,"Sí, los abuelos u otros familiares viven en el hogar ","si","6 meses","","","Quería dedicarme por completo a mi/s hijo/s","Quería dedicarme por completo a mi/s hijo/s",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Reducción de jornada",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",1,"Sí, creo que necesita alguna mejora.","Baja maternal de un año",1,"Sí, creo que necesita alguna mejora.","Los horarios de trabajo","Amor, conocimiento, sentir","",1983,"Mujer","Vivo en pareja","Formación profesional ","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
150,"1",2017,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","4","","","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","La excedencia no ha acabado aún","Realicé trabajos de menor responsabilidad ","",5,"Sí, creo que necesita alguna mejora.","",1,"Sí, creo que necesita alguna mejora.","","Dedicación completa 
","",1983,"Mujer","Pareja de hecho","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
151,"2",2015,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","4 meses de excedencia para mis hijos que son gemelos","fue la misma por ser gemelos","No procede","Quería dedicarme por completo a mi/s hijo/s","Sentía que mi puesto de trabajo estaba asegurado",NA,NA,NA,"No procede","no","Decidimos que era mejor que la tomara solo yo por una cuestión económica","Flexibilidad de horario","Reducción de jornada",NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Asumí tareas de mayor responsabilidad ","Es de mayor rango ",7,"No, considero que funciona bien.","En mi caso estoy satisfecha",6,"Sí, creo que necesita alguna mejora.","Conciliación real:trabajo en casa,horas de entradas y salidas acorde a las de los hijos,incorporación progresiva tras la excedencia","Feliz por haber podido acompañar a mis hijos en su primer año de vida","Repetiría",1983,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","Trabajo en el sector privado","Indefinido","Entre 15.001 y 25.000 euros","new"
152,"1",2015,NA,NA,NA,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s","si","3 meses","O","","Quería dedicarme por completo a mi/s hijo/s","Mi puesto de trabajo no permitía la conciliación con la vida familiar ",NA,NA,NA,"","no","otros: Lactancia","No facilita ninguna de estas opciones",NA,NA,"Comprensión","Comprensión","Ni me lo planteé,  me centré en cuidar a mi/s hijo/s","No","Volví al mismo puesto con la misma jornada ","Realicé la misma actividad que antes de la excedencia ","Estoy en el mismo puesto o en otro similar",7,"otros: En mi caso en particular es algo muy habitual en el equipo. Las condiciones son buenas","",3,"Sí, creo que necesita alguna mejora.","En mi caso y en mi empresa, trabajo rotativo a turnos es inexistente en cuanto a la posibilidad de compaginar con una reducción de jornada","La volveré a repetir si tengo otro hijo. Me veo obligada si quiero estaral cien por cien en sus primeros meses","",1982,"Mujer","Casado/a","Estudios superiores (diplomatura/licenciatura/ingenieria)","otros: Servicio público de gestión privada","Indefinido","Entre 15.001 y 25.000 euros","new"
